EdgeRTUId,RTUCode,EdgeRTUName,StationCode,StationName,RegionCode,RegionName,OrgCode,OrgName,DeviceId,DeviceCode,DeviceRole,SensorCode,SensorName,DataUnitCode,SuggestedBmsPointKey,DataKey
15,R0000015,Amdanga Test I,TEST-1,Amdanga Test I,CB15,Amdanga,O-000018,Cherry Blossom School,60,MFM-000000014,electrical_meter,TKVA,Total kVA,kVA,tkva,s10_r01
15,R0000015,Amdanga Test I,TEST-1,Amdanga Test I,CB15,Amdanga,O-000018,Cherry Blossom School,60,MFM-000000014,electrical_meter,TKVAR,Total kVAr,kVAr,tkvar,s11_r01
15,R0000015,Amdanga Test I,TEST-1,Amdanga Test I,CB15,Amdanga,O-000018,Cherry Blossom School,60,MFM-000000014,electrical_meter,TKW,Total kW,kW,kw,s09_r01
15,R0000015,Amdanga Test I,TEST-1,Amdanga Test I,CB15,Amdanga,O-000018,Cherry Blossom School,60,MFM-000000014,electrical_meter,TKWH,Total Kwh,kWh,kwh_today,s12_r01
15,R0000015,Amdanga Test I,TEST-1,Amdanga Test I,CB15,Amdanga,O-000018,Cherry Blossom School,60,MFM-000000014,electrical_meter,VBN,V-B-N,V,vbn,s15_r01
15,R0000015,Amdanga Test I,TEST-1,Amdanga Test I,CB15,Amdanga,O-000018,Cherry Blossom School,60,MFM-000000014,electrical_meter,VBR,VBR,V,vbr,s04_r01
15,R0000015,Amdanga Test I,TEST-1,Amdanga Test I,CB15,Amdanga,O-000018,Cherry Blossom School,60,MFM-000000014,electrical_meter,VRN,V-R-N,V,vrn,s13_r01
15,R0000015,Amdanga Test I,TEST-1,Amdanga Test I,CB15,Amdanga,O-000018,Cherry Blossom School,60,MFM-000000014,electrical_meter,VRY,VRY,V,vry,s02_r01
15,R0000015,Amdanga Test I,TEST-1,Amdanga Test I,CB15,Amdanga,O-000018,Cherry Blossom School,60,MFM-000000014,electrical_meter,VYB,VYB,V,vyb,s03_r01
15,R0000015,Amdanga Test I,TEST-1,Amdanga Test I,CB15,Amdanga,O-000018,Cherry Blossom School,60,MFM-000000014,electrical_meter,VYN,V-Y-N,V,vyn,s14_r01
15,R0000015,Amdanga Test I,TEST-1,Amdanga Test I,CB15,Amdanga,O-000018,Cherry Blossom School,59,PUMP-C-000000014,chlorine_pump,CPMP_ONOFF,CHLORINE PUMP ONOFF,NA,cpmp_onoff,di2
15,R0000015,Amdanga Test I,TEST-1,Amdanga Test I,CB15,Amdanga,O-000018,Cherry Blossom School,121,PUMP-C-000000016,chlorine_pump,CPMP_ONOFF,CHLORINE PUMP ONOFF,NA,cpmp_onoff,di2
15,R0000015,Amdanga Test I,TEST-1,Amdanga Test I,CB15,Amdanga,O-000018,Cherry Blossom School,58,PUMP-M-000000014,main_pump,PMP_ONOFF,MAIN PUMP ONOFF,NA,breaker_main,di1
16,R0000016,Amdanga Test II,TEST-2,Amdanga Test II,CB15,Amdanga,O-000018,Cherry Blossom School,101,AIRSP1051M-000000015,solar_edge_controller,BC,Battery Charge,NA,battery_charge_pct,batt_volt
16,R0000016,Amdanga Test II,TEST-2,Amdanga Test II,CB15,Amdanga,O-000018,Cherry Blossom School,101,AIRSP1051M-000000015,solar_edge_controller,CPS,Controller Power Status,NA,controller_power_status,pwr_stat
16,R0000016,Amdanga Test II,TEST-2,Amdanga Test II,CB15,Amdanga,O-000018,Cherry Blossom School,101,AIRSP1051M-000000015,solar_edge_controller,NS,Network Strength,NA,network_strength,rssi
16,R0000016,Amdanga Test II,TEST-2,Amdanga Test II,CB15,Amdanga,O-000018,Cherry Blossom School,101,AIRSP1051M-000000015,solar_edge_controller,TS,TimeStamp,NA,ts,ts
16,R0000016,Amdanga Test II,TEST-2,Amdanga Test II,CB15,Amdanga,O-000018,Cherry Blossom School,104,MFM-000000015,electrical_meter,APF,Average Power Factor,NA,pf,s08_r01
16,R0000016,Amdanga Test II,TEST-2,Amdanga Test II,CB15,Amdanga,O-000018,Cherry Blossom School,104,MFM-000000015,electrical_meter,APV,Average Phase Voltage,V,voltage_l1_v,s01_r01
16,R0000016,Amdanga Test II,TEST-2,Amdanga Test II,CB15,Amdanga,O-000018,Cherry Blossom School,104,MFM-000000015,electrical_meter,FR,Frequency,Hz,frequency_hz,s08_r02
16,R0000016,Amdanga Test II,TEST-2,Amdanga Test II,CB15,Amdanga,O-000018,Cherry Blossom School,104,MFM-000000015,electrical_meter,IB,IB,A,current_a,s07_r01
16,R0000016,Amdanga Test II,TEST-2,Amdanga Test II,CB15,Amdanga,O-000018,Cherry Blossom School,104,MFM-000000015,electrical_meter,IR,IR,A,current_a,s05_r01
16,R0000016,Amdanga Test II,TEST-2,Amdanga Test II,CB15,Amdanga,O-000018,Cherry Blossom School,104,MFM-000000015,electrical_meter,IY,IY,A,current_a,s06_r01
16,R0000016,Amdanga Test II,TEST-2,Amdanga Test II,CB15,Amdanga,O-000018,Cherry Blossom School,104,MFM-000000015,electrical_meter,TKVA,Total kVA,kVA,tkva,s10_r01
16,R0000016,Amdanga Test II,TEST-2,Amdanga Test II,CB15,Amdanga,O-000018,Cherry Blossom School,104,MFM-000000015,electrical_meter,TKVAR,Total kVAr,kVAr,tkvar,s11_r01
16,R0000016,Amdanga Test II,TEST-2,Amdanga Test II,CB15,Amdanga,O-000018,Cherry Blossom School,104,MFM-000000015,electrical_meter,TKW,Total kW,kW,kw,s09_r01
16,R0000016,Amdanga Test II,TEST-2,Amdanga Test II,CB15,Amdanga,O-000018,Cherry Blossom School,104,MFM-000000015,electrical_meter,TKWH,Total Kwh,kWh,kwh_today,s12_r01
16,R0000016,Amdanga Test II,TEST-2,Amdanga Test II,CB15,Amdanga,O-000018,Cherry Blossom School,104,MFM-000000015,electrical_meter,VBN,V-B-N,V,vbn,s15_r01
16,R0000016,Amdanga Test II,TEST-2,Amdanga Test II,CB15,Amdanga,O-000018,Cherry Blossom School,104,MFM-000000015,electrical_meter,VBR,VBR,V,vbr,s04_r01
16,R0000016,Amdanga Test II,TEST-2,Amdanga Test II,CB15,Amdanga,O-000018,Cherry Blossom School,104,MFM-000000015,electrical_meter,VRN,V-R-N,V,vrn,s13_r01
16,R0000016,Amdanga Test II,TEST-2,Amdanga Test II,CB15,Amdanga,O-000018,Cherry Blossom School,104,MFM-000000015,electrical_meter,VRY,VRY,V,vry,s02_r01
16,R0000016,Amdanga Test II,TEST-2,Amdanga Test II,CB15,Amdanga,O-000018,Cherry Blossom School,104,MFM-000000015,electrical_meter,VYB,VYB,V,vyb,s03_r01
16,R0000016,Amdanga Test II,TEST-2,Amdanga Test II,CB15,Amdanga,O-000018,Cherry Blossom School,104,MFM-000000015,electrical_meter,VYN,V-Y-N,V,vyn,s14_r01
16,R0000016,Amdanga Test II,TEST-2,Amdanga Test II,CB15,Amdanga,O-000018,Cherry Blossom School,103,PUMP-C-000000015,chlorine_pump,CPMP_ONOFF,CHLORINE PUMP ONOFF,NA,cpmp_onoff,di2
16,R0000016,Amdanga Test II,TEST-2,Amdanga Test II,CB15,Amdanga,O-000018,Cherry Blossom School,102,PUMP-M-000000015,main_pump,PMP_ONOFF,MAIN PUMP ONOFF,NA,breaker_main,di1
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,29,AIRSP1051M-000000007,solar_edge_controller,BC,Battery Charge,NA,battery_charge_pct,batt_volt
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,29,AIRSP1051M-000000007,solar_edge_controller,CPS,Controller Power Status,NA,controller_power_status,pwr_stat
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,29,AIRSP1051M-000000007,solar_edge_controller,NS,Network Strength,NA,network_strength,rssi
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,29,AIRSP1051M-000000007,solar_edge_controller,TS,TimeStamp,NA,ts,ts
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,28,MFM-000000007,electrical_meter,APF,Average Power Factor,NA,pf,s08_r01
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,28,MFM-000000007,electrical_meter,APV,Average Phase Voltage,V,voltage_l1_v,s01_r01
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,28,MFM-000000007,electrical_meter,FR,Frequency,Hz,frequency_hz,s08_r02
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,28,MFM-000000007,electrical_meter,IB,IB,A,current_a,s07_r01
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,28,MFM-000000007,electrical_meter,IR,IR,A,current_a,s05_r01
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,28,MFM-000000007,electrical_meter,IY,IY,A,current_a,s06_r01
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,28,MFM-000000007,electrical_meter,TKVA,Total kVA,kVA,tkva,s10_r01
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,28,MFM-000000007,electrical_meter,TKVAR,Total kVAr,kVAr,tkvar,s11_r01
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,28,MFM-000000007,electrical_meter,TKW,Total kW,kW,kw,s09_r01
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,28,MFM-000000007,electrical_meter,TKWH,Total Kwh,kWh,kwh_today,s12_r01
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,28,MFM-000000007,electrical_meter,VBN,V-B-N,V,vbn,s15_r01
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,28,MFM-000000007,electrical_meter,VBR,VBR,V,vbr,s04_r01
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,28,MFM-000000007,electrical_meter,VRN,V-R-N,V,vrn,s13_r01
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,28,MFM-000000007,electrical_meter,VRY,VRY,V,vry,s02_r01
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,28,MFM-000000007,electrical_meter,VYB,VYB,V,vyb,s03_r01
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,28,MFM-000000007,electrical_meter,VYN,V-Y-N,V,vyn,s14_r01
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,30,PUMP-C-000000006,chlorine_pump,CPMP_ONOFF,CHLORINE PUMP ONOFF,NA,cpmp_onoff,di2
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,27,PUMP-M-000000006,main_pump,PMP_ONOFF,MAIN PUMP ONOFF,NA,breaker_main,di1
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,33,AIRSP1051M-000000008,solar_edge_controller,BC,Battery Charge,NA,battery_charge_pct,batt_volt
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,33,AIRSP1051M-000000008,solar_edge_controller,CPS,Controller Power Status,NA,controller_power_status,pwr_stat
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,33,AIRSP1051M-000000008,solar_edge_controller,NS,Network Strength,NA,network_strength,rssi
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,33,AIRSP1051M-000000008,solar_edge_controller,TS,TimeStamp,NA,ts,ts
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,electrical_meter,APF,Average Power Factor,NA,pf,s08_r01
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,electrical_meter,APV,Average Phase Voltage,V,voltage_l1_v,s01_r01
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,electrical_meter,FR,Frequency,Hz,frequency_hz,s08_r02
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,electrical_meter,IB,IB,A,current_a,s07_r01
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,electrical_meter,IR,IR,A,current_a,s05_r01
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,electrical_meter,IY,IY,A,current_a,s06_r01
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,electrical_meter,TKVA,Total kVA,kVA,tkva,s10_r01
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,electrical_meter,TKVAR,Total kVAr,kVAr,tkvar,s11_r01
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,electrical_meter,TKW,Total kW,kW,kw,s09_r01
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,electrical_meter,TKWH,Total Kwh,kWh,kwh_today,s12_r01
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,electrical_meter,VBN,V-B-N,V,vbn,s15_r01
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,electrical_meter,VBR,VBR,V,vbr,s04_r01
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,electrical_meter,VRN,V-R-N,V,vrn,s13_r01
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,electrical_meter,VRY,VRY,V,vry,s02_r01
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,electrical_meter,VYB,VYB,V,vyb,s03_r01
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,electrical_meter,VYN,V-Y-N,V,vyn,s14_r01
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,34,PUMP-C-000000007,chlorine_pump,CPMP_ONOFF,CHLORINE PUMP ONOFF,NA,cpmp_onoff,di2
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,31,PUMP-M-000000007,main_pump,PMP_ONOFF,MAIN PUMP ONOFF,NA,breaker_main,di1
13,861736076104923,Bhutnirghat I,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,44,AIRSP1051M-000000011,solar_edge_controller,BC,Battery Charge,NA,battery_charge_pct,batt_volt
13,861736076104923,Bhutnirghat I,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,44,AIRSP1051M-000000011,solar_edge_controller,CPS,Controller Power Status,NA,controller_power_status,pwr_stat
13,861736076104923,Bhutnirghat I,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,44,AIRSP1051M-000000011,solar_edge_controller,NS,Network Strength,NA,network_strength,rssi
13,861736076104923,Bhutnirghat I,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,44,AIRSP1051M-000000011,solar_edge_controller,TS,TimeStamp,NA,ts,ts
13,861736076104923,Bhutnirghat I,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,45,MFM-000000011,electrical_meter,APF,Average Power Factor,NA,pf,s08_r01
13,861736076104923,Bhutnirghat I,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,45,MFM-000000011,electrical_meter,APV,Average Phase Voltage,V,voltage_l1_v,s01_r01
13,861736076104923,Bhutnirghat I,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,45,MFM-000000011,electrical_meter,FR,Frequency,Hz,frequency_hz,s08_r02
13,861736076104923,Bhutnirghat I,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,45,MFM-000000011,electrical_meter,IB,IB,A,current_a,s07_r01
13,861736076104923,Bhutnirghat I,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,45,MFM-000000011,electrical_meter,IR,IR,A,current_a,s05_r01
13,861736076104923,Bhutnirghat I,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,45,MFM-000000011,electrical_meter,IY,IY,A,current_a,s06_r01
13,861736076104923,Bhutnirghat I,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,45,MFM-000000011,electrical_meter,TKVA,Total kVA,kVA,tkva,s10_r01
13,861736076104923,Bhutnirghat I,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,45,MFM-000000011,electrical_meter,TKVAR,Total kVAr,kVAr,tkvar,s11_r01
13,861736076104923,Bhutnirghat I,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,45,MFM-000000011,electrical_meter,TKW,Total kW,kW,kw,s09_r01
13,861736076104923,Bhutnirghat I,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,45,MFM-000000011,electrical_meter,TKWH,Total Kwh,kWh,kwh_today,s12_r01
13,861736076104923,Bhutnirghat I,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,45,MFM-000000011,electrical_meter,VBN,V-B-N,V,vbn,s15_r01
13,861736076104923,Bhutnirghat I,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,45,MFM-000000011,electrical_meter,VBR,VBR,V,vbr,s04_r01
13,861736076104923,Bhutnirghat I,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,45,MFM-000000011,electrical_meter,VRN,V-R-N,V,vrn,s13_r01
13,861736076104923,Bhutnirghat I,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,45,MFM-000000011,electrical_meter,VRY,VRY,V,vry,s02_r01
13,861736076104923,Bhutnirghat I,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,45,MFM-000000011,electrical_meter,VYB,VYB,V,vyb,s03_r01
13,861736076104923,Bhutnirghat I,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,45,MFM-000000011,electrical_meter,VYN,V-Y-N,V,vyn,s14_r01
13,861736076104923,Bhutnirghat I,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,43,PUMP-C-000000010,chlorine_pump,CPMP_ONOFF,CHLORINE PUMP ONOFF,NA,cpmp_onoff,di2
13,861736076104923,Bhutnirghat I,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,46,PUMP-M-000000010,main_pump,PMP_ONOFF,MAIN PUMP ONOFF,NA,breaker_main,di1
14,861736076128245,Bhutnirghat II,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,49,AIRSP1051M-000000012,solar_edge_controller,BC,Battery Charge,NA,battery_charge_pct,batt_volt
14,861736076128245,Bhutnirghat II,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,49,AIRSP1051M-000000012,solar_edge_controller,CPS,Controller Power Status,NA,controller_power_status,pwr_stat
14,861736076128245,Bhutnirghat II,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,49,AIRSP1051M-000000012,solar_edge_controller,NS,Network Strength,NA,network_strength,rssi
14,861736076128245,Bhutnirghat II,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,49,AIRSP1051M-000000012,solar_edge_controller,TS,TimeStamp,NA,ts,ts
14,861736076128245,Bhutnirghat II,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,48,MFM-000000012,electrical_meter,APF,Average Power Factor,NA,pf,s08_r01
14,861736076128245,Bhutnirghat II,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,48,MFM-000000012,electrical_meter,APV,Average Phase Voltage,V,voltage_l1_v,s01_r01
14,861736076128245,Bhutnirghat II,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,48,MFM-000000012,electrical_meter,FR,Frequency,Hz,frequency_hz,s08_r02
14,861736076128245,Bhutnirghat II,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,48,MFM-000000012,electrical_meter,IB,IB,A,current_a,s07_r01
14,861736076128245,Bhutnirghat II,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,48,MFM-000000012,electrical_meter,IR,IR,A,current_a,s05_r01
14,861736076128245,Bhutnirghat II,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,48,MFM-000000012,electrical_meter,IY,IY,A,current_a,s06_r01
14,861736076128245,Bhutnirghat II,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,48,MFM-000000012,electrical_meter,TKVA,Total kVA,kVA,tkva,s10_r01
14,861736076128245,Bhutnirghat II,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,48,MFM-000000012,electrical_meter,TKVAR,Total kVAr,kVAr,tkvar,s11_r01
14,861736076128245,Bhutnirghat II,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,48,MFM-000000012,electrical_meter,TKW,Total kW,kW,kw,s09_r01
14,861736076128245,Bhutnirghat II,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,48,MFM-000000012,electrical_meter,TKWH,Total Kwh,kWh,kwh_today,s12_r01
14,861736076128245,Bhutnirghat II,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,48,MFM-000000012,electrical_meter,VBN,V-B-N,V,vbn,s15_r01
14,861736076128245,Bhutnirghat II,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,48,MFM-000000012,electrical_meter,VBR,VBR,V,vbr,s04_r01
14,861736076128245,Bhutnirghat II,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,48,MFM-000000012,electrical_meter,VRN,V-R-N,V,vrn,s13_r01
14,861736076128245,Bhutnirghat II,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,48,MFM-000000012,electrical_meter,VRY,VRY,V,vry,s02_r01
14,861736076128245,Bhutnirghat II,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,48,MFM-000000012,electrical_meter,VYB,VYB,V,vyb,s03_r01
14,861736076128245,Bhutnirghat II,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,48,MFM-000000012,electrical_meter,VYN,V-Y-N,V,vyn,s14_r01
14,861736076128245,Bhutnirghat II,ALPBHTNRGHT2,BhutnirGhat,ALP,AlipurDuar,PHEWB,Public Health Engineering,50,PUMP-C-000000011,chlorine_pump,CPMP_ONOFF,CHLORINE PUMP ONOFF,NA,cpmp_onoff,di2
