EdgeRTUId,RTUCode,EdgeRTUName,StationCode,StationName,RegionCode,RegionName,OrgCode,OrgName,DeviceId,DeviceCode,DeviceName,DeviceDisplayName,DeviceRole,DeviceSensorId,SensorCode,SensorName,SensorDescription,DataUnitCode,DataTypeCode,DataCategoryCode,SensorTypeCode,DataKey,SuggestedBmsPointKey,SensorActiveFlag,DeviceActiveFlag
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,28,MFM-000000007,DEVICE - PHEWB - MFM-000000007,DEVICE - PHEWB - MFM-000000007,electrical_meter,149,VRN,V-R-N,V-R-N,V,INT,ELEC,TELE,s13_r01,vrn,1,1
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,28,MFM-000000007,DEVICE - PHEWB - MFM-000000007,DEVICE - PHEWB - MFM-000000007,electrical_meter,137,VRY,VRY,VRY,V,INT,ELEC,TELE,s02_r01,vry,1,1
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,28,MFM-000000007,DEVICE - PHEWB - MFM-000000007,DEVICE - PHEWB - MFM-000000007,electrical_meter,138,VYB,VYB,VYB,V,INT,ELEC,TELE,s03_r01,vyb,1,1
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,28,MFM-000000007,DEVICE - PHEWB - MFM-000000007,DEVICE - PHEWB - MFM-000000007,electrical_meter,150,VYN,V-Y-N,V-Y-N,V,INT,ELEC,TELE,s14_r01,vyn,1,1
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,30,PUMP-C-000000006,DEVICE - PHEWB - PUMP-C-000000006,DEVICE - PHEWB - PUMP-C-000000006,chlorine_pump,156,CPMP_ONOFF,CHLORINE PUMP ONOFF,Pump On/Off Status,NA,BINARY,NA,TELE,di2,cpmp_onoff,1,1
8,861736076133666,Banchukamari I,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,27,PUMP-M-000000006,DEVICE - PHEWB - PUMP-M-000000006,DEVICE - PHEWB - PUMP-M-000000006,main_pump,135,PMP_ONOFF,MAIN PUMP ONOFF,Pump On/Off Status,NA,BINARY,NA,TELE,di1,breaker_main,1,1
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,33,AIRSP1051M-000000008,DEVICE - PHEWB - AIRSP1051M-000000008,DEVICE - PHEWB - AIRSP1051M-000000008,solar_edge_controller,177,BC,Battery Charge,Battery Charge,NA,DECIMAL,ELEC,TELE,batt_volt,battery_charge_pct,1,1
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,33,AIRSP1051M-000000008,DEVICE - PHEWB - AIRSP1051M-000000008,DEVICE - PHEWB - AIRSP1051M-000000008,solar_edge_controller,176,CPS,Controller Power Status,Controller Power Status,NA,BINARY,NA,TELE,pwr_stat,controller_power_status,1,1
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,33,AIRSP1051M-000000008,DEVICE - PHEWB - AIRSP1051M-000000008,DEVICE - PHEWB - AIRSP1051M-000000008,solar_edge_controller,175,NS,Network Strength,Network Strength,NA,INT,NA,TELE,rssi,network_strength,1,1
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,33,AIRSP1051M-000000008,DEVICE - PHEWB - AIRSP1051M-000000008,DEVICE - PHEWB - AIRSP1051M-000000008,solar_edge_controller,174,TS,TimeStamp,TimeStamp,NA,TS,NA,TELE,ts,ts,1,1
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,DEVICE - PHEWB - MFM-000000008,DEVICE - PHEWB - MFM-000000008,electrical_meter,165,APF,Average Power Factor,Average Power Factor,NA,DECIMAL,ELEC,TELE,s08_r01,pf,1,1
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,DEVICE - PHEWB - MFM-000000008,DEVICE - PHEWB - MFM-000000008,electrical_meter,158,APV,Average Phase Voltage,Average Phase Voltage,V,INT,ELEC,TELE,s01_r01,voltage_l1_v,1,1
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,DEVICE - PHEWB - MFM-000000008,DEVICE - PHEWB - MFM-000000008,electrical_meter,166,FR,Frequency,Frequency,Hz,DECIMAL,ELEC,TELE,s08_r02,frequency_hz,1,1
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,DEVICE - PHEWB - MFM-000000008,DEVICE - PHEWB - MFM-000000008,electrical_meter,164,IB,IB,IB,A,FLOAT,ELEC,TELE,s07_r01,current_a,1,1
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,DEVICE - PHEWB - MFM-000000008,DEVICE - PHEWB - MFM-000000008,electrical_meter,162,IR,IR,IR,A,FLOAT,ELEC,TELE,s05_r01,current_a,1,1
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,DEVICE - PHEWB - MFM-000000008,DEVICE - PHEWB - MFM-000000008,electrical_meter,163,IY,IY,IY,A,FLOAT,ELEC,TELE,s06_r01,current_a,1,1
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,DEVICE - PHEWB - MFM-000000008,DEVICE - PHEWB - MFM-000000008,electrical_meter,168,TKVA,Total kVA,Total kVA,kVA,DECIMAL,ELEC,TELE,s10_r01,tkva,1,1
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,DEVICE - PHEWB - MFM-000000008,DEVICE - PHEWB - MFM-000000008,electrical_meter,169,TKVAR,Total kVAr,Total kVAr,kVAr,DECIMAL,ELEC,TELE,s11_r01,tkvar,1,1
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,DEVICE - PHEWB - MFM-000000008,DEVICE - PHEWB - MFM-000000008,electrical_meter,167,TKW,Total kW,Total kW,kW,DECIMAL,ELEC,TELE,s09_r01,kw,1,1
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,DEVICE - PHEWB - MFM-000000008,DEVICE - PHEWB - MFM-000000008,electrical_meter,170,TKWH,Total Kwh,Total Kwh,kWh,DECIMAL,ELEC,TELE,s12_r01,kwh_today,1,1
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,DEVICE - PHEWB - MFM-000000008,DEVICE - PHEWB - MFM-000000008,electrical_meter,173,VBN,V-B-N,V-B-N,V,INT,ELEC,TELE,s15_r01,vbn,1,1
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,DEVICE - PHEWB - MFM-000000008,DEVICE - PHEWB - MFM-000000008,electrical_meter,161,VBR,VBR,VBR,V,INT,ELEC,TELE,s04_r01,vbr,1,1
9,861736076133757,Banchukamari II,ALPBNCK1,Banchukamari,ALP,AlipurDuar,PHEWB,Public Health Engineering,32,MFM-000000008,DEVICE - PHEWB - MFM-000000008,DEVICE - PHEWB - MFM-000000008,electrical_meter,171,VRN,V-R-N,V-R-N,V,INT,ELEC,TELE,s13_r01,vrn,1,1
